bank_index,base_mse,krr_mse,base_mse_ratio,sampling_mode,profile,tau_actual,log10_lambda1,lambda1,gamma,n_ctx_actual,n_tgt_actual
159,0.1770189075560964,0.011493298160200081,15.401924242171992,train_distribution,minimal_smooth,14.485552787780762,1.5232555866241455,33.3622695276422,8,116,8
160,0.013131006240715289,0.015879566365651118,0.8269121422055199,train_distribution,minimal_smooth,12.456694602966309,1.0997214317321777,12.581181617904212,8,100,8
161,0.011574768807664733,0.011231164691011914,1.0305938098234637,train_distribution,minimal_step,12.550271034240723,-0.4306344985961914,0.3709928172788235,8,100,8
162,0.136614505189066,0.14536209426010555,0.9398220759300088,train_distribution,minimal_step,1.5298941135406494,-1.4751427173614502,0.03348553812786003,4,6,8
163,0.07173156539139017,0.03737170418974255,1.919408465484922,train_distribution,minimal_step,9.14024829864502,0.5230977535247803,3.335014707640045,12,110,8
164,0.04329375164988969,0.01456352948867648,2.97275132951471,train_distribution,minimal_step,9.269830703735352,0.8054609298706055,6.389412541394488,12,111,8
165,0.13413928641057773,0.08377589034047012,1.60116813877391,train_distribution,minimal_step,6.205121040344238,0.27199816703796387,1.8706742450729705,8,50,8
166,0.10345210047710166,0.11255599709238921,0.9191167343325579,train_distribution,minimal_step,3.9431345462799072,1.2281808853149414,16.911451534105694,12,47,8
167,0.1437109831782215,0.08634583666820962,1.664364938988799,train_distribution,minimal_step,10.490460395812988,-0.4655730724334717,0.3423157862683015,8,84,8
168,0.1414122571959473,0.15173019013305045,0.9319981545659736,train_distribution,minimal_step,1.1688885688781738,-1.6448166370391846,0.022656006622707812,12,14,8
169,0.06658355902490498,0.07794810930969391,0.8542036441238532,train_distribution,minimal_step,5.9198150634765625,-1.3185491561889648,0.04802317215079044,8,47,8
170,0.11872358221550883,0.05510589532647378,2.1544624492921005,train_distribution,minimal_smooth,14.32590103149414,1.541942834854126,34.82914672442933,8,115,8
171,0.13881667839494088,0.13540445755811856,1.025200210527469,train_distribution,minimal_smooth,1.467712163925171,-1.7778685092926025,0.016677520789849423,8,12,8
172,0.1136091166790826,0.125265879253549,0.9069438330379488,train_distribution,minimal_step,4.384859085083008,-0.806859016418457,0.15600588573825017,8,35,8
173,0.07257761317604583,0.03218640340277997,2.2549152904041843,train_distribution,minimal_step,11.228490829467773,0.8862578868865967,7.69587290568891,8,90,8
174,0.027438176067182053,0.0665806618461614,0.4121042853340749,train_distribution,minimal_smooth,13.645183563232422,-0.3792436122894287,0.41759605542868666,8,109,8
